[metrics-10k] t=514s inserts=5397 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 7, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 8} db=362MB free=3.85GB mergeCPU=490.4s
[metrics-10k] t=519s inserts=5450 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 7, 'otel_metrics_histogram_points': 12, 'otel_metrics_number_points': 10} db=364MB free=3.79GB mergeCPU=500.1s
[metrics-10k] t=524s inserts=5502 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 17, 'otel_metrics_number_points': 14} db=373MB free=3.82GB mergeCPU=511.9s
[metrics-10k] t=529s inserts=5554 err=0 parts={'otel_metrics_series': 2, 'otel_metrics_summary_points': 9, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 16, 'otel_metrics_number_points': 18} db=387MB free=3.75GB mergeCPU=520.7s
[metrics-10k] t=534s inserts=5611 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 4, 'otel_metrics_exponential_histogram_points': 11, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 8} db=367MB free=3.65GB mergeCPU=530.0s
[metrics-10k] t=539s inserts=5664 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 5, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 7} db=371MB free=3.60GB mergeCPU=533.6s
[metrics-10k] t=544s inserts=5716 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 7, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 8, 'otel_metrics_number_points': 11} db=372MB free=3.55GB mergeCPU=537.8s
[metrics-10k] t=549s inserts=5769 err=0 parts={'otel_metrics_series': 2, 'otel_metrics_summary_points': 7, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 8, 'otel_metrics_number_points': 7} db=372MB free=3.58GB mergeCPU=541.9s
[metrics-10k] t=554s inserts=5823 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 7, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 7, 'otel_metrics_number_points': 9} db=380MB free=3.53GB mergeCPU=545.5s
[metrics-10k] t=559s inserts=5875 err=0 parts={'otel_metrics_series': 2, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 6, 'otel_metrics_number_points': 15} db=380MB free=3.45GB mergeCPU=552.6s
[metrics-10k] t=564s inserts=5928 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 7} db=387MB free=3.52GB mergeCPU=555.7s
[metrics-10k] t=569s inserts=5980 err=0 parts={'otel_metrics_series': 7, 'otel_metrics_summary_points': 5, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 9} db=393MB free=3.58GB mergeCPU=559.2s
[metrics-10k] t=574s inserts=6034 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 10, 'otel_metrics_exponential_histogram_points': 5, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 12} db=402MB free=3.57GB mergeCPU=564.2s
[metrics-10k] t=579s inserts=6086 err=0 parts={'otel_metrics_series': 1, 'otel_metrics_summary_points': 3, 'otel_metrics_exponential_histogram_points': 5, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 10} db=395MB free=3.61GB mergeCPU=569.5s
[metrics-10k] t=584s inserts=6139 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 7, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 12, 'otel_metrics_number_points': 11} db=404MB free=3.57GB mergeCPU=572.8s
[metrics-10k] t=589s inserts=6191 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 5, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 15} db=398MB free=3.50GB mergeCPU=582.3s
[metrics-10k] t=595s inserts=6245 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 4, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 8, 'otel_metrics_number_points': 11} db=404MB free=3.64GB mergeCPU=591.1s
[metrics-10k] t=600s inserts=6298 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 4, 'otel_metrics_exponential_histogram_points': 7, 'otel_metrics_histogram_points': 7, 'otel_metrics_number_points': 10} db=407MB free=3.80GB mergeCPU=599.8s
[metrics-10k] t=605s inserts=6351 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 9, 'otel_metrics_exponential_histogram_points': 7, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 8} db=413MB free=3.72GB mergeCPU=606.9s
[metrics-10k] t=610s inserts=6403 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 9, 'otel_metrics_exponential_histogram_points': 7, 'otel_metrics_histogram_points': 5, 'otel_metrics_number_points': 6} db=416MB free=3.66GB mergeCPU=611.1s
[metrics-10k] t=615s inserts=6456 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 8} db=415MB free=3.71GB mergeCPU=615.4s
[metrics-10k] t=620s inserts=6508 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 13, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 10} db=423MB free=3.73GB mergeCPU=621.1s
[metrics-10k] t=625s inserts=6561 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 5, 'otel_metrics_histogram_points': 8, 'otel_metrics_number_points': 9} db=427MB free=3.66GB mergeCPU=626.1s
[metrics-10k] t=630s inserts=6614 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 4, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 6} db=432MB free=3.61GB mergeCPU=629.0s
[metrics-10k] t=635s inserts=6667 err=0 parts={'otel_metrics_series': 8, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 8} db=441MB free=3.73GB mergeCPU=632.4s
[metrics-10k] t=640s inserts=6720 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 7, 'otel_metrics_exponential_histogram_points': 11, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 6} db=447MB free=3.66GB mergeCPU=637.3s
[metrics-10k] t=645s inserts=6773 err=0 parts={'otel_metrics_series': 2, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 13, 'otel_metrics_number_points': 11} db=442MB free=3.81GB mergeCPU=642.1s
[metrics-10k] t=650s inserts=6825 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 14, 'otel_metrics_number_points': 8} db=450MB free=3.89GB mergeCPU=647.0s
[metrics-10k] t=655s inserts=6878 err=0 parts={'otel_metrics_series': 7, 'otel_metrics_summary_points': 4, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 12, 'otel_metrics_number_points': 5} db=439MB free=3.83GB mergeCPU=653.4s
[metrics-10k] t=660s inserts=6930 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 9, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 7, 'otel_metrics_number_points': 7} db=445MB free=3.78GB mergeCPU=656.8s
[metrics-10k] t=665s inserts=6983 err=0 parts={'otel_metrics_series': 7, 'otel_metrics_summary_points': 7, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 4} db=452MB free=3.77GB mergeCPU=661.3s
[metrics-10k] t=670s inserts=7035 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 7, 'otel_metrics_histogram_points': 7, 'otel_metrics_number_points': 8} db=460MB free=3.83GB mergeCPU=665.0s
[metrics-10k] t=675s inserts=7088 err=0 parts={'otel_metrics_series': 7, 'otel_metrics_summary_points': 10, 'otel_metrics_exponential_histogram_points': 12, 'otel_metrics_histogram_points': 13, 'otel_metrics_number_points': 7} db=470MB free=3.84GB mergeCPU=670.7s
[metrics-10k] t=680s inserts=7141 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 9, 'otel_metrics_exponential_histogram_points': 4, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 10} db=460MB free=3.88GB mergeCPU=675.7s
[metrics-10k] t=685s inserts=7197 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 16, 'otel_metrics_number_points': 8} db=465MB free=3.82GB mergeCPU=680.7s
[metrics-10k] t=690s inserts=7249 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 10} db=464MB free=3.77GB mergeCPU=685.1s
[metrics-10k] t=695s inserts=7302 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 7} db=471MB free=3.71GB mergeCPU=689.4s
[metrics-10k] t=700s inserts=7355 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 10, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 9} db=478MB free=3.65GB mergeCPU=693.5s
[metrics-10k] t=705s inserts=7407 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 9, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 12, 'otel_metrics_number_points': 11} db=487MB free=3.74GB mergeCPU=697.5s
[metrics-10k] t=710s inserts=7460 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 9} db=480MB free=3.68GB mergeCPU=702.5s
[metrics-10k] t=715s inserts=7513 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 8} db=489MB free=3.65GB mergeCPU=706.5s
[metrics-10k] t=720s inserts=7566 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 9} db=489MB free=3.69GB mergeCPU=717.9s
[metrics-10k] t=725s inserts=7618 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 5, 'otel_metrics_exponential_histogram_points': 8, 'otel_metrics_histogram_points': 16, 'otel_metrics_number_points': 11} db=497MB free=3.75GB mergeCPU=726.5s
[metrics-10k] t=730s inserts=7672 err=0 parts={'otel_metrics_series': 8, 'otel_metrics_summary_points': 9, 'otel_metrics_exponential_histogram_points': 8, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 9} db=487MB free=3.76GB mergeCPU=732.0s
[metrics-10k] t=735s inserts=7724 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 8} db=495MB free=3.83GB mergeCPU=735.6s
[metrics-10k] t=740s inserts=7776 err=0 parts={'otel_metrics_series': 2, 'otel_metrics_summary_points': 7, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 9} db=490MB free=3.77GB mergeCPU=741.3s
[metrics-10k] t=746s inserts=7830 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 7, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 8} db=499MB free=3.75GB mergeCPU=744.4s
[metrics-10k] t=751s inserts=7884 err=0 parts={'otel_metrics_series': 7, 'otel_metrics_summary_points': 5, 'otel_metrics_exponential_histogram_points': 8, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 11} db=500MB free=3.73GB mergeCPU=750.2s
[metrics-10k] t=756s inserts=7936 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 5, 'otel_metrics_exponential_histogram_points': 8, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 8} db=505MB free=3.67GB mergeCPU=754.6s
[metrics-10k] t=761s inserts=7989 err=0 parts={'otel_metrics_series': 7, 'otel_metrics_summary_points': 10, 'otel_metrics_exponential_histogram_points': 8, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 6} db=513MB free=3.75GB mergeCPU=758.4s
[metrics-10k] t=766s inserts=8041 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 12, 'otel_metrics_number_points': 9} db=521MB free=3.69GB mergeCPU=763.5s
[metrics-10k] t=771s inserts=8094 err=0 parts={'otel_metrics_series': 7, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 12, 'otel_metrics_number_points': 11} db=525MB free=3.63GB mergeCPU=768.0s
[metrics-10k] t=776s inserts=8148 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 15, 'otel_metrics_number_points': 8} db=527MB free=3.77GB mergeCPU=772.5s
[metrics-10k] t=781s inserts=8201 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 5, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 13} db=525MB free=3.79GB mergeCPU=776.7s
[metrics-10k] t=786s inserts=8253 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 10, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 17} db=532MB free=3.73GB mergeCPU=782.0s
[metrics-10k] t=791s inserts=8306 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 4, 'otel_metrics_exponential_histogram_points': 11, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 7} db=534MB free=3.75GB mergeCPU=786.6s
[metrics-10k] t=796s inserts=8358 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 9} db=538MB free=3.68GB mergeCPU=791.4s
[metrics-10k] t=801s inserts=8411 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 12, 'otel_metrics_number_points': 7} db=546MB free=3.62GB mergeCPU=794.9s
[metrics-10k] t=806s inserts=8463 err=0 parts={'otel_metrics_series': 2, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 11} db=546MB free=3.67GB mergeCPU=798.8s
[metrics-10k] t=811s inserts=8516 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 9, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 14, 'otel_metrics_number_points': 9} db=553MB free=3.59GB mergeCPU=805.5s
[metrics-10k] t=816s inserts=8568 err=0 parts={'otel_metrics_series': 2, 'otel_metrics_summary_points': 9, 'otel_metrics_exponential_histogram_points': 11, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 12} db=545MB free=3.54GB mergeCPU=810.5s
[metrics-10k] t=821s inserts=8623 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 7, 'otel_metrics_exponential_histogram_points': 12, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 15} db=552MB free=3.58GB mergeCPU=815.0s
[metrics-10k] t=826s inserts=8675 err=0 parts={'otel_metrics_series': 7, 'otel_metrics_summary_points': 5, 'otel_metrics_exponential_histogram_points': 8, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 13} db=556MB free=3.55GB mergeCPU=818.8s
[metrics-10k] t=831s inserts=8730 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 8, 'otel_metrics_histogram_points': 12, 'otel_metrics_number_points': 9} db=558MB free=3.57GB mergeCPU=824.8s
[metrics-10k] t=836s inserts=8782 err=0 parts={'otel_metrics_series': 1, 'otel_metrics_summary_points': 9, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 8, 'otel_metrics_number_points': 11} db=556MB free=3.56GB mergeCPU=830.1s
[metrics-10k] t=841s inserts=8836 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 9, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 8, 'otel_metrics_number_points': 9} db=563MB free=3.64GB mergeCPU=833.9s
[metrics-10k] t=846s inserts=8888 err=0 parts={'otel_metrics_series': 7, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 15} db=570MB free=3.58GB mergeCPU=838.9s
[metrics-10k] t=851s inserts=8941 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 5, 'otel_metrics_exponential_histogram_points': 10, 'otel_metrics_histogram_points': 16, 'otel_metrics_number_points': 13} db=578MB free=3.66GB mergeCPU=846.7s
[metrics-10k] t=857s inserts=8995 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 9, 'otel_metrics_exponential_histogram_points': 15, 'otel_metrics_histogram_points': 16, 'otel_metrics_number_points': 15} db=586MB free=3.72GB mergeCPU=853.0s
[metrics-10k] t=862s inserts=9049 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 14, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 9} db=581MB free=3.63GB mergeCPU=861.2s
[metrics-10k] t=867s inserts=9102 err=0 parts={'otel_metrics_series': 7, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 9} db=582MB free=3.54GB mergeCPU=867.9s
[metrics-10k] t=872s inserts=9154 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 7, 'otel_metrics_exponential_histogram_points': 9, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 11} db=582MB free=3.50GB mergeCPU=871.2s
[metrics-10k] t=877s inserts=9208 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 8, 'otel_metrics_histogram_points': 12, 'otel_metrics_number_points': 7} db=587MB free=3.61GB mergeCPU=875.4s
[metrics-10k] t=882s inserts=9260 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 8, 'otel_metrics_histogram_points': 14, 'otel_metrics_number_points': 13} db=597MB free=3.56GB mergeCPU=880.6s
[metrics-10k] t=887s inserts=9314 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 10, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 11, 'otel_metrics_number_points': 6} db=590MB free=3.56GB mergeCPU=888.0s
[metrics-10k] t=892s inserts=9366 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 9} db=590MB free=3.50GB mergeCPU=893.4s
[metrics-10k] t=897s inserts=9419 err=0 parts={'otel_metrics_series': 6, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 5, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 13} db=596MB free=3.55GB mergeCPU=897.7s
[metrics-10k] t=902s inserts=9450 err=0 parts={'otel_metrics_series': 1, 'otel_metrics_summary_points': 7, 'otel_metrics_exponential_histogram_points': 8, 'otel_metrics_histogram_points': 10, 'otel_metrics_number_points': 9} db=593MB free=3.51GB mergeCPU=900.0s
[metrics-10k] inserts stopped (duration); draining 90.0s
[metrics-10k] done: 9450 inserts, 0 errors, results in /home/user/oscope/spike/otel-chdb/bench/merges/results/metrics-10k
[metrics-100k] t=5s inserts=13 err=0 parts={'otel_metrics_series': 1, 'otel_metrics_summary_points': 2, 'otel_metrics_exponential_histogram_points': 1, 'otel_metrics_histogram_points': 3, 'otel_metrics_number_points': 6} db=25MB free=5.25GB mergeCPU=0.1s
[metrics-100k] t=10s inserts=22 err=0 parts={'otel_metrics_series': 1, 'otel_metrics_summary_points': 3, 'otel_metrics_exponential_histogram_points': 2, 'otel_metrics_histogram_points': 5, 'otel_metrics_number_points': 6} db=35MB free=5.21GB mergeCPU=0.6s
[metrics-100k] t=15s inserts=34 err=0 parts={'otel_metrics_series': 2, 'otel_metrics_summary_points': 5, 'otel_metrics_exponential_histogram_points': 3, 'otel_metrics_histogram_points': 3, 'otel_metrics_number_points': 6} db=48MB free=5.16GB mergeCPU=3.2s
[metrics-100k] t=21s inserts=43 err=0 parts={'otel_metrics_series': 2, 'otel_metrics_summary_points': 1, 'otel_metrics_exponential_histogram_points': 4, 'otel_metrics_histogram_points': 5, 'otel_metrics_number_points': 6} db=55MB free=5.16GB mergeCPU=5.2s
[metrics-100k] t=26s inserts=55 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 3, 'otel_metrics_exponential_histogram_points': 5, 'otel_metrics_histogram_points': 8, 'otel_metrics_number_points': 11} db=78MB free=5.15GB mergeCPU=8.0s
[metrics-100k] t=31s inserts=64 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 4, 'otel_metrics_exponential_histogram_points': 1, 'otel_metrics_histogram_points': 5, 'otel_metrics_number_points': 4} db=65MB free=5.10GB mergeCPU=12.1s
[metrics-100k] t=36s inserts=76 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 2, 'otel_metrics_histogram_points': 8, 'otel_metrics_number_points': 4} db=83MB free=5.04GB mergeCPU=13.6s
[metrics-100k] t=41s inserts=86 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 1, 'otel_metrics_exponential_histogram_points': 3, 'otel_metrics_histogram_points': 6, 'otel_metrics_number_points': 4} db=83MB free=5.00GB mergeCPU=16.3s
[metrics-100k] t=46s inserts=97 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 3, 'otel_metrics_exponential_histogram_points': 4, 'otel_metrics_histogram_points': 8, 'otel_metrics_number_points': 4} db=99MB free=4.94GB mergeCPU=20.0s
[metrics-100k] t=51s inserts=108 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 5, 'otel_metrics_exponential_histogram_points': 5, 'otel_metrics_histogram_points': 5, 'otel_metrics_number_points': 9} db=101MB free=4.90GB mergeCPU=22.4s
[metrics-100k] t=56s inserts=118 err=0 parts={'otel_metrics_series': 1, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 2, 'otel_metrics_number_points': 3} db=83MB free=4.86GB mergeCPU=27.2s
[metrics-100k] t=61s inserts=130 err=0 parts={'otel_metrics_series': 1, 'otel_metrics_summary_points': 3, 'otel_metrics_exponential_histogram_points': 2, 'otel_metrics_histogram_points': 5, 'otel_metrics_number_points': 3} db=82MB free=4.82GB mergeCPU=31.0s
[metrics-100k] t=66s inserts=139 err=0 parts={'otel_metrics_series': 2, 'otel_metrics_summary_points': 4, 'otel_metrics_exponential_histogram_points': 3, 'otel_metrics_histogram_points': 7, 'otel_metrics_number_points': 8} db=102MB free=4.79GB mergeCPU=32.3s
[metrics-100k] t=71s inserts=149 err=0 parts={'otel_metrics_series': 2, 'otel_metrics_summary_points': 5, 'otel_metrics_exponential_histogram_points': 4, 'otel_metrics_histogram_points': 5, 'otel_metrics_number_points': 8} db=109MB free=4.75GB mergeCPU=34.0s
[metrics-100k] t=76s inserts=162 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 7, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 7, 'otel_metrics_number_points': 7} db=128MB free=4.69GB mergeCPU=36.5s
[metrics-100k] t=82s inserts=172 err=0 parts={'otel_metrics_series': 3, 'otel_metrics_summary_points': 3, 'otel_metrics_exponential_histogram_points': 6, 'otel_metrics_histogram_points': 5, 'otel_metrics_number_points': 7} db=125MB free=4.64GB mergeCPU=40.8s
[metrics-100k] t=87s inserts=184 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 4, 'otel_metrics_exponential_histogram_points': 8, 'otel_metrics_histogram_points': 8, 'otel_metrics_number_points': 7} db=145MB free=4.59GB mergeCPU=42.1s
[metrics-100k] t=92s inserts=194 err=0 parts={'otel_metrics_series': 4, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 4, 'otel_metrics_histogram_points': 4, 'otel_metrics_number_points': 7} db=128MB free=4.51GB mergeCPU=47.4s
[metrics-100k] t=97s inserts=205 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 2, 'otel_metrics_exponential_histogram_points': 5, 'otel_metrics_histogram_points': 7, 'otel_metrics_number_points': 7} db=141MB free=4.47GB mergeCPU=49.5s
[metrics-100k] t=102s inserts=213 err=0 parts={'otel_metrics_series': 5, 'otel_metrics_summary_points': 3, 'otel_metrics_exponential_histogram_points': 5, 'otel_metrics_histogram_points': 4, 'otel_metrics_number_points': 12} db=148MB free=4.48GB mergeCPU=53.5s
[metrics-100k] t=107s inserts=226 err=0 parts={'otel_metrics_series': 1, 'otel_metrics_summary_points': 5, 'otel_metrics_exponential_histogram_points': 7, 'otel_metrics_histogram_points': 7, 'otel_metrics_number_points': 6} db=142MB free=4.44GB mergeCPU=56.6s
[metrics-100k] t=112s inserts=234 err=0 parts={'otel_metrics_series': 1, 'otel_metrics_summary_points': 6, 'otel_metrics_exponential_histogram_points': 7, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 6} db=149MB free=4.45GB mergeCPU=61.2s
[metrics-100k] t=117s inserts=246 err=0 parts={'otel_metrics_series': 2, 'otel_metrics_summary_points': 8, 'otel_metrics_exponential_histogram_points': 2, 'otel_metrics_histogram_points': 7, 'otel_metrics_number_points': 6} db=147MB free=4.39GB mergeCPU=66.3s
[metrics-100k] t=122s inserts=257 err=0 parts={'otel_metrics_series': 2, 'otel_metrics_summary_points': 4, 'otel_metrics_exponential_histogram_points': 4, 'otel_metrics_histogram_points': 9, 'otel_metrics_number_points': 11} db=161MB free=4.35GB mergeCPU=69.2s
